image,model,avg_dist,cosine_sim,accuracy,correct,total,time,dataset
R_GImag0055.bmp,ST-Continuous,0.6324167847633362,0.9999822974205017,0.4710564399421129,651,1382,7.305399179458618,web_dataset
R_GImag0055.bmp,ST-Bucketed,1.2424023151397705,0.9999570250511169,0.1577424023154848,218,1382,7.97405743598938,web_dataset
R_GImag0056.bmp,Original,0.45730826258659363,0.9999966621398926,0.5680173661360347,785,1382,3.2941646575927734,web_dataset
R_GImag0056.bmp,ST-Continuous,0.5050651431083679,0.9999966025352478,0.532561505065123,736,1382,7.32092022895813,web_dataset
R_GImag0056.bmp,ST-Bucketed,0.5962373614311218,0.9999958276748657,0.4558610709117221,630,1382,29.971261501312256,web_dataset
R_GImag0057.bmp,Original,205.8856658935547,0.8716667294502258,0.0,0,1382,2.948953151702881,web_dataset
R_GImag0057.bmp,ST-Continuous,0.48986974358558655,0.9999934434890747,0.5701881331403763,788,1382,7.343976736068726,web_dataset
R_GImag0057.bmp,ST-Bucketed,1.1823444366455078,0.9999806880950928,0.14037626628075253,194,1382,8.044580459594727,web_dataset
R_GImag0058.bmp,Original,0.9037626385688782,0.9999271035194397,0.39363241678726485,544,1382,3.344815254211426,web_dataset
R_GImag0058.bmp,ST-Continuous,0.9855282306671143,0.9999464154243469,0.2988422575976845,413,1382,8.174375295639038,web_dataset
R_GImag0058.bmp,ST-Bucketed,1.7301013469696045,0.9998687505722046,0.1287988422575977,178,1382,8.95352840423584,web_dataset
R_GImag0059.bmp,Original,0.6628075242042542,0.9999862313270569,0.4240231548480463,586,1382,3.2170064449310303,web_dataset
R_GImag0059.bmp,ST-Continuous,0.7568740844726562,0.9999847412109375,0.3473227206946454,480,1382,7.288860082626343,web_dataset
R_GImag0059.bmp,ST-Bucketed,1.3639652729034424,0.9999582171440125,0.10781476121562952,149,1382,7.846107006072998,web_dataset
R_GImag0060.bmp,Original,1.2881969213485718,0.9999671578407288,0.29088277858176553,402,1382,3.779857873916626,web_dataset
R_GImag0060.bmp,ST-Continuous,1.3461259603500366,0.9999515414237976,0.29667149059334297,410,1382,13.092171669006348,web_dataset
R_GImag0060.bmp,ST-Bucketed,1.6350470781326294,0.9999627470970154,0.16280752532561504,225,1382,17.508452653884888,web_dataset
R_GImag0061.bmp,Original,0.6671490669250488,0.9999750852584839,0.42547033285094066,588,1382,3.144183397293091,web_dataset
R_GImag0061.bmp,ST-Continuous,0.7821996808052063,0.9999779462814331,0.3950795947901592,546,1382,7.3065080642700195,web_dataset
R_GImag0061.bmp,ST-Bucketed,1.1208393573760986,0.9999682307243347,0.22865412445730826,316,1382,7.8376617431640625,web_dataset
R_GImag0062.bmp,Original,12.922575950622559,0.9940817356109619,0.2959479015918958,409,1382,9.3069589138031,web_dataset
R_GImag0062.bmp,ST-Continuous,1.1150506734848022,0.9999680519104004,0.3060781476121563,423,1382,7.294891595840454,web_dataset
R_GImag0062.bmp,ST-Bucketed,9.082489013671875,0.9929081201553345,0.20694645441389292,286,1382,27.96744132041931,web_dataset
R_GImag0063.bmp,Original,23.013025283813477,0.9877676367759705,0.33646888567293776,465,1382,3.4632697105407715,web_dataset
R_GImag0063.bmp,ST-Continuous,18.766281127929688,0.9898343086242676,0.41678726483357453,576,1382,7.564204454421997,web_dataset
R_GImag0063.bmp,ST-Bucketed,33.78147506713867,0.9758023023605347,0.05788712011577424,80,1382,8.143731355667114,web_dataset
R_GImag0064.bmp,Original,115.5984115600586,0.9774317741394043,0.0,0,1382,3.353055715560913,web_dataset
R_GImag0064.bmp,ST-Continuous,86.95658111572266,0.9924114346504211,0.0,0,1382,7.442804574966431,web_dataset
R_GImag0064.bmp,ST-Bucketed,0.7098408341407776,0.999995768070221,0.3878437047756874,536,1382,7.953191518783569,web_dataset
R_GImag0065.bmp,Original,51.50578689575195,0.9760971665382385,0.0694645441389291,96,1382,3.1863956451416016,web_dataset
R_GImag0065.bmp,ST-Continuous,1.0795947313308716,0.9999719262123108,0.29739507959479017,411,1382,7.270880460739136,web_dataset
R_GImag0065.bmp,ST-Bucketed,166.8762664794922,0.9625914096832275,0.0,0,1382,7.90673303604126,web_dataset
R_GImag0066.bmp,Original,0.6924746632575989,0.9999845623970032,0.45803183791606367,633,1382,3.187262535095215,web_dataset
R_GImag0066.bmp,ST-Continuous,0.6382055282592773,0.9999813437461853,0.5390738060781476,745,1382,7.535515308380127,web_dataset
R_GImag0066.bmp,ST-Bucketed,103.89073944091797,0.9846511483192444,0.0,0,1382,7.850608825683594,web_dataset
R_GImag0067.bmp,Original,0.5947901606559753,0.9999917149543762,0.4609261939218524,637,1382,3.2331504821777344,web_dataset
R_GImag0067.bmp,ST-Continuous,0.6497828960418701,0.9999913573265076,0.44500723589001445,615,1382,7.282613754272461,web_dataset
R_GImag0067.bmp,ST-Bucketed,0.7568740844726562,0.9999881982803345,0.3994211287988423,552,1382,11.227327585220337,web_dataset
R_GImag0068.bmp,Original,0.639652669429779,0.9999359250068665,0.4667149059334298,645,1382,3.20481276512146,web_dataset
R_GImag0068.bmp,ST-Continuous,0.6649782657623291,0.9999154806137085,0.4681620839363242,647,1382,7.348745822906494,web_dataset
R_GImag0068.bmp,ST-Bucketed,1.3147611618041992,0.9998190402984619,0.12011577424023155,166,1382,8.026725769042969,web_dataset
R_GImag0069.bmp,Original,4.667872428894043,0.9997851252555847,0.2402315484804631,332,1382,3.2070631980895996,web_dataset
R_GImag0069.bmp,ST-Continuous,4.729377746582031,0.9997867941856384,0.22937771345875543,317,1382,7.37981915473938,web_dataset
R_GImag0069.bmp,ST-Bucketed,4.529667377471924,0.9997775554656982,0.2011577424023155,278,1382,8.051296710968018,web_dataset
R_GImag0070.bmp,Original,28.408828735351562,0.9553026556968689,0.17004341534008682,235,1382,3.3939754962921143,web_dataset
R_GImag0070.bmp,ST-Continuous,28.256874084472656,0.9572191834449768,0.14182344428364688,196,1382,7.403346061706543,web_dataset
R_GImag0070.bmp,ST-Bucketed,111.3979721069336,0.8541930317878723,0.0,0,1382,7.541448593139648,web_dataset
R_GImag0071.bmp,Original,62.85166549682617,0.9748114943504333,0.0,0,1382,3.467623472213745,web_dataset
R_GImag0071.bmp,ST-Continuous,34.49059295654297,0.9564328789710999,0.13675832127351664,189,1382,8.989554643630981,web_dataset
R_GImag0071.bmp,ST-Bucketed,1.575976848602295,0.9999387264251709,0.19681620839363242,272,1382,14.140592575073242,web_dataset
R_GImag0072.bmp,Original,0.5998553037643433,0.9999828338623047,0.4732272069464544,654,1382,3.280146360397339,web_dataset
R_GImag0072.bmp,ST-Continuous,0.7416787147521973,0.9999783039093018,0.46164978292329956,638,1382,15.860819578170776,web_dataset
